0.0680032 0.0680032 
20544 20544 
6536 6536 
32304 32304 
31984 31984 
25232 25232 
28240 28240 
6836 6836 
24576 24576 
22368 22368 
27584 27584 
0.0114162 0.0114162 
1849 1849 
25808 25808 
27344 27344 
22304 22304 
22768 22768 
11680 11680 
19296 19296 
9240 9240 
22128 22128 
0.00865308 0.00865308 
0.0082221 0.0082221 
0.00619628 0.00619628 
31120 31120 
0.00561066 0.00561066 
5.65498e-05 5.65498e-05 
15320 15320 
0.00514056 0.00514056 
0.00356441 0.00356441 
7904 7904 
0.00463471 0.00463471 
10992 10992 
32416 32416 
29360 29360 
0.000637603 0.000637603 
13544 13544 
4772 4772 
11424 11424 
20176 20176 
0.00456425 0.00456425 
0.00335166 0.00335166 
1634 1634 
28736 28736 
0.000751821 0.000751821 
25392 25392 
27696 27696 
27040 27040 
22208 22208 
12120 12120 
0.00136671 0.00136671 
30368 30368 
6.10181e-05 6.10181e-05 
6.10209e-05 6.10209e-05 
0.0590783 0.0590783 
0.0687573 0.0687573 
0.0672106 0.0672106 
28736 28736 
32384 32384 
0.0679827 0.0679827 
31904 31904 
0.0594181 0.0594181 
0.0664665 0.0664665 
31408 31408 
0.0621419 0.0621419 
3514 3514 
3010 3010 
18896 18896 
0.0547924 0.0547924 
21360 21360 
0.0564732 0.0564732 
5008 5008 
0.0562695 0.0562695 
4592 4592 
27136 27136 
20448 20448 
0.0506275 0.0506275 
19952 19952 
0.0509049 0.0509049 
31312 31312 
24544 24544 
3286 3286 
4488 4488 
0.0472772 0.0472772 
0.0452498 0.0452498 
0.0473127 0.0473127 
28784 28784 
0.0465994 0.0465994 
17552 17552 
16384 16384 
17744 17744 
0.0404574 0.0404574 
25552 25552 
31312 31312 
24192 24192 
23280 23280 
20848 20848 
12472 12472 
19984 19984 
24352 24352 
