0.000249158 0.000252008 
0.000240121 0.000230061 
0.000210922 0.000201311 
0.000209468 0.000202715 
0.000193139 0.000192875 
0.000175136 0.000178105 
0.000160656 0.00015756 
0.000136405 0.000138667 
0.000116196 0.00011202 
0.000102008 9.87878e-05 
9.26407e-05 9.71903e-05 
8.75527e-05 9.14136e-05 
8.29183e-05 8.75976e-05 
7.55208e-05 7.967e-05 
7.5284e-05 7.2387e-05 
7.42083e-05 7.38721e-05 
6.93015e-05 6.99665e-05 
6.85669e-05 6.79279e-05 
6.2211e-05 6.52629e-05 
5.84459e-05 6.00589e-05 
5.31486e-05 5.82928e-05 
5.29446e-05 5.10406e-05 
5.23868e-05 5.34119e-05 
5.36091e-05 4.95729e-05 
5.09403e-05 5.12103e-05 
4.73521e-05 4.79379e-05 
4.92762e-05 4.46986e-05 
4.45751e-05 4.26989e-05 
4.27198e-05 4.14492e-05 
4.22447e-05 4.23035e-05 
4.14622e-05 4.2959e-05 
4.29008e-05 4.33583e-05 
4.33243e-05 4.36653e-05 
4.04133e-05 4.18473e-05 
4.55891e-05 4.84333e-05 
5.12119e-05 5.04202e-05 
5.37058e-05 5.28397e-05 
6.19782e-05 5.57268e-05 
6.61407e-05 6.50578e-05 
6.72801e-05 6.91373e-05 
7.66037e-05 7.29691e-05 
8.17359e-05 7.95737e-05 
9.46156e-05 8.52548e-05 
0.0001083 0.000102546 
0.00011169 0.000110957 
0.000123358 0.000121751 
0.000141292 0.000131515 
0.000144261 0.000123873 
0.000155592 0.000142673 
0.000156505 0.000138822 
0.000171412 0.000162805 
0.000161797 0.000169377 
0.000196489 0.000186107 
0.000201692 0.000199954 
0.000223044 0.0002233 
0.000273183 0.000250753 
0.000237291 0.000255574 
0.000278739 0.000260522 
0.000253429 0.000249565 
0.0002569 0.000235882 
0.000250911 0.000249466 
0.000238474 0.000237829 
0.000246215 0.000253484 
0.000238259 0.000239051 
0.000226417 0.000213007 
0.000221363 0.000220697 
0.000213022 0.000223683 
0.000215809 0.000219997 
0.000202121 0.000238286 
0.000224362 0.000228495 
0.000223367 0.000232451 
0.000223485 0.000212433 
0.000198024 0.000218018 
0.000222907 0.000220185 
0.00021925 0.000225808 
0.00021533 0.000221331 
0.000224295 0.000217585 
0.000207213 0.000224983 
0.000216061 0.000209312 
0.000213714 0.000213848 
0.000218061 0.000216787 
0.000228449 0.000222113 
0.000227801 0.000213819 
0.000242028 0.000215191 
0.000213856 0.00020826 
0.000225607 0.000219751 
0.000220832 0.000216342 
0.000210082 0.00023091 
0.000224906 0.000216101 
0.000222319 0.000214987 
0.000213649 0.000204187 
0.000212395 0.000211892 
0.000216469 0.000219482 
0.000203143 0.000211703 
0.000213797 0.000201725 
0.000217877 0.000210567 
0.000208203 0.000206274 
0.000221907 0.000222851 
0.000216765 0.000217312 
0.000211812 0.000213113 
