0.000168137 0.000168137 
0.0001967 0.0001967 
0.000266062 0.000266062 
0.000206927 0.000206927 
0.0004115 0.0004115 
0.000238938 0.000238938 
0.000217641 0.000217641 
0.000223613 0.000223613 
0.000173238 0.000173238 
0.000211775 0.000211775 
0.000148489 0.000148489 
0.000111953 0.000111953 
0.000120013 0.000120013 
0.000106879 0.000106879 
0.000120385 0.000120385 
0.000106496 0.000106496 
7.49263e-05 7.49263e-05 
0.000111809 0.000111809 
0.00011365 0.00011365 
7.17785e-05 7.17785e-05 
5.91117e-05 5.91117e-05 
0.000108227 0.000108227 
6.72749e-05 6.72749e-05 
6.77354e-05 6.77354e-05 
6.85039e-05 6.85039e-05 
6.38913e-05 6.38913e-05 
6.50118e-05 6.50118e-05 
5.86913e-05 5.86913e-05 
5.6701e-05 5.6701e-05 
5.3668e-05 5.3668e-05 
4.87463e-05 4.87463e-05 
6.8098e-05 6.8098e-05 
6.68407e-05 6.68407e-05 
6.79838e-05 6.79838e-05 
7.79001e-05 7.79001e-05 
9.99209e-05 9.99209e-05 
9.96856e-05 9.96856e-05 
0.000121626 0.000121626 
0.000130546 0.000130546 
0.000145393 0.000145393 
0.00022389 0.00022389 
0.0002256 0.0002256 
0.000211808 0.000211808 
0.000373563 0.000373563 
0.00024076 0.00024076 
0.000449159 0.000449159 
0.000330644 0.000330644 
0.000288737 0.000288737 
0.000438039 0.000438039 
0.000394316 0.000394316 
0.000413099 0.000413099 
0.0004863 0.0004863 
0.000367782 0.000367782 
0.000387796 0.000387796 
0.000471104 0.000471104 
0.000487628 0.000487628 
0.000484336 0.000484336 
0.000470161 0.000470161 
0.00048042 0.00048042 
0.000481008 0.000481008 
0.000457594 0.000457594 
0.00047956 0.00047956 
0.000484768 0.000484768 
0.000481013 0.000481013 
0.000484263 0.000484263 
0.000442181 0.000442181 
0.000460679 0.000460679 
0.000477829 0.000477829 
0.000427138 0.000427138 
0.000367633 0.000367633 
0.000483583 0.000483583 
0.000481666 0.000481666 
0.000477346 0.000477346 
0.000388476 0.000388476 
0.000425663 0.000425663 
0.000319324 0.000319324 
0.0004653 0.0004653 
0.000466919 0.000466919 
0.000438447 0.000438447 
0.000273892 0.000273892 
0.000286927 0.000286927 
0.000383895 0.000383895 
0.000300689 0.000300689 
0.0002327 0.0002327 
0.000358402 0.000358402 
0.000255995 0.000255995 
0.000247256 0.000247256 
0.000256309 0.000256309 
0.000295651 0.000295651 
0.000281843 0.000281843 
0.000284577 0.000284577 
0.000295751 0.000295751 
0.000276536 0.000276536 
0.000237102 0.000237102 
0.000223174 0.000223174 
0.000235645 0.000235645 
0.000248589 0.000248589 
0.000244258 0.000244258 
0.0002286 0.0002286 
0.000297126 0.000297126 
